id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
110,,15000000,"['Drama', 'Adventure', 'Romance']",,tt0060491,en,Hawaii,"Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But the clash between the two cultures is too great and instead of understanding there comes tragedy.",3.210693,/10AVx4V6zVszw75VGC0VCvVfRe4.jpg,['The Mirisch Corporation'],['United States of America'],10/10/1966,189.0,['English'],Released,James Michener's novel reaches the screen.,Hawaii,"['hawaii', 'epic']","['Julie Andrews', 'Max von Sydow', 'Richard Harris']",['George Roy Hill'],34562222,1.926,6.4,17.0,0,1966,10,10,0,2,epic hawaii,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,,75000000,"['Action', 'Comedy', 'Crime', 'Romance']",,tt0219965,en,Bandits,Two bank robbers fall in love with the girl they've kidnapped.,13.136791,/3wTzOr0CekiBJZL7ZiNE2y2H16N.jpg,"['Cheyenne Enterprises', 'Epsilon Motion Pictures', 'Empire Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Hyde Park Entertainment', 'Baltimore Spring Creek Productions', 'Lotus Pictures']",['United States of America'],10/12/2001,123.0,['English'],Released,"Two's company, three's a crime.",Bandits,['prison'],"['Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett']",['Barry Levinson'],67631903,7.145,6.2,475.0,0,2001,10,12,4,1,prison,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,,35000000,"['Comedy', 'Romance', 'Drama']",,tt0361841,en,Little Black Book,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",5.093704,/mSuq5kvyj43uQzasMzbDIlIrkxS.jpg,"['Revolution Studios', 'Blue Star Pictures']",['United States of America'],8/6/2004,111.0,['English'],Released,Have you ever been tempted to look inside his...,Little Black Book,['plan'],"['Brittany Murphy', 'Holly Hunter', 'Kathy Bates']",['Nick Hurran'],22034832,6.5089999999999995,5.3,184.0,0,2004,8,6,4,1,plan,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,100000000,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",http://www.intheheartoftheseamovie.com/,tt1390411,en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",11.696923,/zVmWh0Zfg4UhbvdGI8LQrn1lQZJ.jpg,"['Imagine Entertainment', 'Spring Creek Productions', 'Warner Bros.', 'Roth Films', 'K. JAM Media', 'Cott Productions', 'Surf Film', 'Enelmar Productions, A.I.E.']",['United States of America'],11/20/2015,122.0,['English'],Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,"['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket']","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy']",['Ron Howard'],93820758,12.059000000000001,6.6,2022.0,0,2015,11,20,4,22,19th century based on true events based on true story cannibalism death hunger lost at sea nantucket new england ocean reference to moby dick sea ship shipwreck starvation stranded suicide survival whale whale oil whaling whaling ship,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
114,,20000000,"['Comedy', 'Drama', 'Romance']",,tt0094746,en,Biloxi Blues,"During the Second World War, Eugene enlists in the US Army during the last year of the War and is sent to basic training in Biloxi Mississippi. There he must live with a variety of fellow soldiers while enduring the whims of a mentally unstable drill sergeant.",4.619593,/6Xy8MrvTCF0PMWaAGeQjdpDgjYT.jpg,"['Universal Pictures', 'Rastar Pictures']",['United States of America'],3/25/1988,106.0,['English'],Released,The Army made Eugene a man. But Daisy gave him basic training!,Biloxi Blues,"['world war ii', 'boot camp', 'biloxi mississippi']","['Matthew Broderick', 'Christopher Walken', 'Matt Mulhern']",['Mike Nichols'],51684798,6.284,6.4,101.0,0,1988,3,25,4,3,biloxi mississippi boot camp world war ii,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"[{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}]",93000000,"['Adventure', 'Fantasy', 'Action']",http://www.lordoftherings.net/,tt0120737,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,/bxVxZb5O9OxCO0oRUNdCnpy9NST.jpg,"['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']","['New Zealand', 'United States of America']",12/18/2001,178.0,['English'],Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountain', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",['Peter Jackson'],871368364,43.951,8.3,13552.0,1,2001,12,18,1,16,based on novel castle death of a friend dwarves elves fireworks hobbit middle-earth (tolkien) mirror mountain orcs password sword and sorcery uncle volcano wizard,0,0,0,0,1,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
116,,25000000,"['Action', 'Comedy']",,tt0279493,en,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",5.00725,/lr37B039NdTDZ7ZZ5DRTXQjPDx6.jpg,['Universal Pictures'],['United States of America'],5/31/2002,86.0,['English'],Released,He's All Action,Undercover Brother,"['usa president', 'double life', 'policy and organisations', 'undercover', 'intelligence', 'partner', 'duringcreditsstinger']","['Eddie Griffin', 'Chris Kattan', 'Denise Richards']",['Malcolm D. Lee'],41604473,6.9079999999999995,5.5,170.0,0,2002,5,31,4,7,double life duringcreditsstinger intelligence partner policy and organisations undercover usa president,0,0,1,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,['Drama'],,tt2113822,zh,一九四二,"In 1942, Henan Province was devastated by the most tragic famine in modern Chinese history, resulting in the deaths of at least three million men, women and children. Although the primary cause of the famine was a severe drought, it was exacerbated by locusts, windstorms, earthquakes, epidemic disease and the corruption of the ruling Kuomintang government.",1.6780130000000002,/xxz2gi8vijqqJySGO3kQy2i8mv.jpg,"['Emperor Motion Pictures', 'Media Asia Films', 'Sil-Metropole Organisation Ltd.', 'Huayi Brothers Media', 'China Film Co.', 'Chongoing Film Group', 'Bon Voyage Film Studio', 'Shanghai Media Group', 'Zhejiang Films & TV(Group) Company Ltd.', 'Hunan Broadcasting System', 'Anhui Broadcasting Corp.', 'Beijing TV Station']",['China'],11/1/2012,145.0,"['English', '日本語', '普通话']",Released,,Back to 1942,"['china', 'drought']","['Adrien Brody', 'Tim Robbins', 'Xu Fan']",['Feng Xiaogang'],311,1.746,6.0,17.0,0,2012,11,1,3,2,china drought,0,0,0,0,0,0,0,0,0,0,3,English 日本語 普通话,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,0,"['Action', 'Adventure', 'Comedy']",http://video.movies.go.com/wildhogs/,tt0486946,en,Wild Hogs,"Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",11.356011,/auKcnTuYtB7v1t4yLC4y29ZwyTq.jpg,"['Wild Hogs Productions', 'Touchstone Pictures']",['United States of America'],3/2/2007,100.0,['English'],Released,A lot can happen on the road to nowhere.,Wild Hogs,"['midlife crisis', 'road trip', 'politically incorrect', 'motorcycle gang', 'biker film', 'awkwardness', 'travel writer', 'middle age', 'middle aged man']","['Tim Allen', 'John Travolta', 'Martin Lawrence']",['Walt Becker'],253625427,9.113999999999999,5.8,1126.0,0,2007,3,2,4,9,awkwardness biker film middle age middle aged man midlife crisis motorcycle gang politically incorrect road trip travel writer,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,"['Drama', 'Romance']",,tt0106471,en,Boxing Helena,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.",4.304224,/eEiCGxRMhU1pAZj03GmnjtVGEiR.jpg,['Mainline Pictures'],['United States of America'],6/18/1993,107.0,['English'],Released,"Beyond love, beyond obsession, there hides something beyond reason.",Boxing Helena,"['obsession', 'dream', 'kidnapping', 'nudity', 'suspense', 'unrequited love', 'doctor', 'car accident', 'obsessive love', 'woman director', 'captivity']","['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']",['Jennifer Chambers Lynch'],1796389,7.584,4.7,82.0,0,1993,6,18,4,11,captivity car accident doctor dream kidnapping nudity obsession obsessive love suspense unrequited love woman director,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,12716953,"['Crime', 'Action', 'Comedy']",,tt0117786,cn,一個好人,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,6.183021,/4dAph6WJfO5XmkXYj0LZrI31uyo.jpg,['Golden Harvest Company'],"['Australia', 'Hong Kong']",1/31/1997,113.0,"['普通话', '广州话 / 廣州話', 'English']",Released,Fight first. Apologize later.,Mr. Nice Guy,"['journalist', 'martial arts', 'cook', 'drug dealer']","['Jackie Chan', 'Richard Norton', 'Miki Lee']",['Sammo Hung'],18814720,8.642000000000001,6.2,230.0,0,1997,1,31,4,4,cook drug dealer journalist martial arts,0,0,0,0,0,0,0,0,0,0,3,English 广州话 / 廣州話 普通话,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,"[{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}]",90000000,"['Action', 'Comedy', 'Crime', 'Thriller']",,tt0266915,en,Rush Hour 2,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",8.345985,/kFeK17ZSogSxRxuupTxZ6PGklbj.jpg,['New Line Cinema'],['United States of America'],8/3/2001,90.0,"['广州话 / 廣州話', 'English', '普通话']",Released,Get ready for a second Rush!,Rush Hour 2,['duringcreditsstinger'],"['Chris Tucker', 'Jackie Chan', 'Zhang Ziyi']",['Brett Ratner'],347325802,7.609,6.5,1797.0,1,2001,8,3,4,1,duringcreditsstinger,0,0,1,0,0,0,0,0,0,0,3,English 广州话 / 廣州話 普通话,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,"[{'id': 106768, 'name': 'Tarzan (Animation) Collection', 'poster_path': '/A7ox3LFDn87561sddxe2nZfpahX.jpg', 'backdrop_path': '/esBiZuIJyxr6sZL0OqkILcOkoUX.jpg'}]",150000000,"['Adventure', 'Animation', 'Drama', 'Family']",http://disneydvd.disney.go.com/tarzanr-special-edition.html,tt0120855,en,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",12.453452,/hnTrfKJmnPLMTajHw2RDgv6hVyH.jpg,['Walt Disney Pictures'],['United States of America'],6/18/1999,88.0,['English'],Released,An immortal legend. As you've only imagined.,Tarzan,"['gorilla', 'baby', 'adoption', 'feral child', 'nest', 'animation', 'jungle', 'camp', 'orphan']","['Tony Goldwyn', 'Glenn Close', 'Minnie Driver']","['Kevin Lima', 'Chris Buck']",448000000,13.05,7.4,3304.0,1,1999,6,18,4,9,adoption animation baby camp feral child gorilla jungle nest orphan,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
123,,1500000,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",,tt0100053,en,Loose Cannons,"Mac, the two fisted savy cop finds that he's being saddled with a new partner, a known burn out, to work with him on a new and difficult case. The new partner is, Ellis, an amazing detective, one who puts Sherlock Holmes to shame with his lightning fast deductions. But, he keeps assuming the personalities of entire casts of Television shows. This can be a problem when people begin shooting at them",1.9612080000000003,/zOjzgTymun0nX5K9jTqCvve2rrD.jpg,['TriStar Pictures'],['United States of America'],2/9/1990,94.0,['English'],Released,,Loose Cannons,"['helicopter', 'subway', 'german', 'sadomasochism']","['Gene Hackman', 'Dan Aykroyd', 'Dom DeLuise']",['Bob Clark'],5585154,2.835,5.3,27.0,0,1990,2,9,4,4,german helicopter sadomasochism subway,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
124,,25000000,"['Action', 'Crime', 'Thriller']",,tt0165929,en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",8.369176,/4c5YlG72lFWdvCNkTJphc4OGjBX.jpg,"['Silver Pictures', 'Warner Bros.']",['United States of America'],3/20/2000,115.0,"['English', '普通话']",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,"['martial arts', 'hip-hop', 'oakland', 'asian', 'asian man', 'asian lead']","['Jet Li', 'Aaliyah', 'Isaiah Washington']",['Andrzej Bartkowiak'],91036760,13.654000000000002,5.9,511.0,0,2000,3,20,0,6,asian asian lead asian man hip-hop martial arts oakland,0,0,0,0,0,0,0,0,0,0,2,English 普通话,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,,7500000,"['Comedy', 'Drama', 'Romance']",http://500days.com,tt1022603,en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",16.376657,/5SjtNPD1bb182vzQccvEUpXHFjN.jpg,"['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III']",['United States of America'],7/17/2009,95.0,"['English', 'Français', 'svenska']",Released,It was almost like falling in love.,(500) Days of Summer,"['date', 'sex', 'jealousy', 'fight', 'architect', 'gallery', 'interview', 'sister', 'party', 'love', 'friends', 'fate', 'los angeles', 'summer', 'ikea', 'year', 'heartache']","['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Chlo√´ Grace Moretz']",['Marc Webb'],60722734,17.465999999999998,7.2,5174.0,0,2009,7,17,4,17,architect date fate fight friends gallery heartache ikea interview jealousy los angeles love party sex sister summer year,0,0,0,0,0,0,0,0,0,0,3,English Français svenska,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,40000000,"['Drama', 'War']",http://www.childrenofhuangshi.com/,tt0889588,zh,黃石的孩子,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.",14.622492999999999,/uN37F4H1HiP5rbKZCPFQQ34dqtY.jpg,"['Australian Film Finance Corporation', 'Zero Fiction Film', 'Ming Productions', 'Bluewater Pictures', 'Cheerland Entertainment Organization']","['Australia', 'China', 'Germany']",7/3/2008,125.0,"['日本語', '普通话', 'English']",Released,"War made them orphans, one man made them legends",The Children of Huang Shi,"['based on true story', 'duringcreditsstinger']","['Jonathan Rhys Meyers', 'Radha Mitchell', 'Chow Yun-fat']",['Roger Spottiswoode'],7400000,7.353,6.8,73.0,0,2008,7,3,3,2,based on true story duringcreditsstinger,0,0,1,0,0,0,0,0,0,0,3,English 日本語 普通话,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,,0,"['Action', 'Adventure', 'Comedy']",,tt0077372,en,Corvette Summer,"Ken loves to design and build exotic cars. When the High School shop class project car, a fully tricked out dream Corvette, is stolen, he begins searching for it. His search leads him to Las Vegas, where Vanessa, a teenaged prostitute wannabe, helps him try to track it down.",5.695908,/7IH6ErIk8autcenKL2DQAo2LWC6.jpg,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],6/2/1978,105.0,['English'],Released,"You're going to have the most turbo-charged, chrome-plated, plush-lined, high-gloss, super-speed customized time of your life.",Corvette Summer,['corvette stingray'],"['Mark Hamill', 'Annie Potts', 'Eugene Roche']",['Matthew Robbins'],15500000,2.124,5.5,22.0,0,1978,6,2,4,1,corvette stingray,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,,10000000,"['Horror', 'Drama', 'Thriller', 'Mystery']",,tt0219699,en,The Gift,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",7.886926,/mC66QbJk1PbUrVMu3kh14adLpQl.jpg,"['Lakeshore Entertainment', 'Alphaville Films']",['United States of America'],12/22/2000,111.0,['English'],Released,The only witness to the crime was not even there.,The Gift,"['fortune teller', 'dream', 'pond', 'extrasensory perception']","['Cate Blanchett', 'Giovanni Ribisi', 'Keanu Reeves']",['Sam Raimi'],12008642,10.094,6.5,491.0,0,2000,12,22,4,4,dream extrasensory perception fortune teller pond,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
129,,18000000,"['Horror', 'Thriller']",http://www.sonypictures.com/homevideo/thefog/index.html,tt0432291,en,The Fog,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",9.929808999999999,/qZ3Prt6jBvCWI08MsS9cPMM5lMi.jpg,"['Revolution Studios', 'Debra Hill Productions']",['Canada'],10/14/2005,100.0,"['English', 'Magyar', 'Italiano']",Released,Their PAST Has Come Back To HAUNT THEM,The Fog,"['prophecy', 'fire', 'sea', 'beach', 'cemetery', 'gold', 'small town', 'beheading', 'sword', 'penalty', 'narration', 'fog', 'leprosy', 'ship', 'ghost ship', 'lighthouse', 'weather service', 'unatoned crime', 'mother daughter relationship', 'killer', 'denunciation']","['Tom Welling', 'Maggie Grace', 'Selma Blair']",['Rupert Wainwright'],46201432,6.627999999999999,4.0,312.0,0,2005,10,14,4,21,beach beheading cemetery denunciation fire fog ghost ship gold killer leprosy lighthouse mother daughter relationship narration penalty prophecy sea ship small town sword unatoned crime weather service,0,0,0,0,0,0,0,0,0,0,3,English Italiano Magyar,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,,2400000,['Drama'],,tt0116404,en,Get on the Bus,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.",5.2306610000000004,/khxusCDdO5JKZ2MBE1xKA52Y5Rq.jpg,"['Columbia Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],10/16/1996,120.0,['English'],Released,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",Get on the Bus,"['washington d.c.', 'bus', 'march']","['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher']",['Spike Lee'],5731103,4.234,7.1,17.0,0,1996,10,16,2,3,bus march washington d.c.,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,4000000,['Comedy'],http://alanpartridge-alphapapa.com,tt0469021,en,Alan Partridge: Alpha Papa,"Alan Partridge has had many ups and downs in life. National television broadcaster. Responsible for killing a guest on live TV. Local radio broadcaster. Nervous breakdown in Dundee. A self-published book, 'Bouncing Back', which was subsequently remaindered and pulped. Alan Partridge: Alpha Papa portrays the events of the greatest low-to-high ebb spectrum in his life to date, namely how he tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.",10.130541000000001,/fkzq56ylSWZ8lJGXs1J6JZwKgmo.jpg,"['BBC Films', 'StudioCanal', 'Baby Cow Productions', 'British Film Institute (BFI)', 'Baby Cow Films']",['United Kingdom'],7/24/2013,90.0,['English'],Released,12 hostages. 24 hours. 1 Partridge.,Alan Partridge: Alpha Papa,"['disc jockey', 'radio station', 'hostage', 'hostage situation', 'radio broadcast', 'laid off']","['Steve Coogan', 'Anna Maxwell Martin']",['Declan Lowney'],9800000,5.7620000000000005,6.6,240.0,0,2013,7,24,2,6,disc jockey hostage hostage situation laid off radio broadcast radio station,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,6000000,"['Drama', 'Thriller']",,tt1582271,en,The Good Doctor,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",8.278079,/qAkb7Rm9dMVz3wJuSXmj0wiJTd7.jpg,[],['United States of America'],1/1/2011,93.0,"['English', 'Español']",Released,Do no harm.,The Good Doctor,[],"['Orlando Bloom', 'Riley Keough', 'Taraji P. Henson']",['Lance Daly'],5206,7.51,5.5,86.0,0,2011,1,1,5,0,,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,"['Documentary', 'History']",,tt0264578,en,The Endurance: Shackleton's Legendary Antarctic Expedition,"Documentary on the Shackleton Antartic expedition. A retelling of Sir Ernest Shackleton's ill-fated expedition to Antarctica in and the crew of his vessel 'The Endurance', which was trapped in the ice floes and frigid open ocean of the Antarctic in 1914. Shackleton decided, with many of his crew injured and weak from exposure and starvation, to take a team of his fittest men and attempt to find help. Setting out in appalling conditions with hopelessly inadequate equipment, they endured all weather and terrain and finally reached safety. Persuading a local team of his confidence that the abandoned team would still be alive, he set out again to find them. After almost 2 years trapped on the ice, all members of the crew were finally rescued.",1.079975,/1qJOaqHpYNVhMxW8Z5gvaJFF6zM.jpg,['Discovery Channel Pictures'],"['United States of America', 'United Kingdom', 'Germany', 'Sweden']",9/2/2000,97.0,['English'],Released,,The Endurance: Shackleton's Legendary Antarctic Expedition,"['expedition', 'glacier', 'rescue', 'antarctic']","['Liam Neeson', 'David Cale', ""Brian d'Arcy James""]",['George Butler'],2452566,1.411,6.9,16.0,0,2000,9,2,5,4,antarctic expedition glacier rescue,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,,65000000,"['Comedy', 'Drama']",http://duedatemovie.warnerbros.com/,tt1231583,en,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",11.73956,/88m6HPueDnDnuCGwDa2BtA9sK8m.jpg,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']",['United States of America'],11/4/2010,95.0,"['English', 'Español']",Released,Leave Your Comfort Zone,Due Date,"['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses', 'rest stop', 'vicodin', 'waffle']","['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan']",['Todd Phillips'],211780824,11.667,6.3,2784.0,0,2010,11,4,3,8,highway hitchhiker rest stop slacker sunglasses vicodin waffle wallet,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
