id,budget,genre_name
145,4000000,Thriller
146,0,Drama
146,0,Mystery
146,0,Romance
147,0,Comedy
147,0,Crime
148,39200000,Action
148,39200000,Science Fiction
148,39200000,Drama
149,0,Comedy
149,0,Family
150,25000000,Thriller
150,25000000,Adventure
150,25000000,Drama
151,0,Adventure
151,0,Drama
151,0,Western
152,0,Documentary
153,0,Drama
153,0,Fantasy
153,0,Horror
154,4000000,Thriller
155,0,Action
155,0,Crime
155,0,Thriller
156,20000000,Adventure
156,20000000,Fantasy
156,20000000,Animation
156,20000000,Family
157,3500000,Action
158,0,Action
158,0,Adventure
158,0,Science Fiction
159,63600000,Action
159,63600000,Drama
159,63600000,Thriller
159,63600000,Crime
160,32000000,Action
160,32000000,Western
161,3500000,Comedy
161,3500000,Drama
162,0,Comedy
162,0,Romance
163,125000,Drama
163,125000,Comedy
164,9000000,Comedy
164,9000000,Drama
165,40000000,Thriller
165,40000000,Horror
166,0,Fantasy
166,0,Action
166,0,Comedy
166,0,Science Fiction
166,0,Romance
167,0,Documentary
167,0,Music
168,19000000,Crime
168,19000000,Drama
168,19000000,Horror
168,19000000,Thriller
169,5000000,Mystery
169,5000000,Comedy
169,5000000,Crime
170,2000000,Adventure
170,2000000,Action
170,2000000,Thriller
170,2000000,Science Fiction
171,0,Comedy
171,0,Crime
172,0,Crime
172,0,Drama
172,0,Mystery
172,0,Thriller
173,3500000,Action
173,3500000,Drama
173,3500000,Thriller
173,3500000,Crime
173,3500000,Mystery
174,11000000,Adventure
175,12468389,Comedy
176,38000000,Action
176,38000000,Crime
176,38000000,Thriller
177,90000000,Horror
177,90000000,Science Fiction
177,90000000,Thriller
178,0,Drama
178,0,Romance
179,15000000,Action
179,15000000,Adventure
179,15000000,Thriller
179,15000000,War
180,32000000,Adventure
180,32000000,Action
180,32000000,Thriller
181,30000000,Thriller
181,30000000,Crime
181,30000000,Drama
182,0,Drama
183,0,Comedy
183,0,Romance
184,6000000,Adventure
184,6000000,Drama
184,6000000,Action
185,82500000,Comedy
185,82500000,Drama
185,82500000,Fantasy
185,82500000,Romance
186,14000000,Drama
186,14000000,Crime
187,5000000,Comedy
188,259000,Drama
188,259000,Mystery
189,180000000,Animation
189,180000000,Family
190,0,Drama
190,0,Comedy
191,4000000,Horror
191,4000000,Thriller
191,4000000,Science Fiction
192,40000000,Romance
192,40000000,Comedy
192,40000000,Drama
193,0,Comedy
194,0,Action
194,0,Crime
194,0,Drama
194,0,Thriller
195,4500000,Comedy
195,4500000,Drama
196,0,Drama
197,7000000,Horror
198,60000000,Action
198,60000000,Thriller
198,60000000,Crime
199,24000000,Action
199,24000000,Comedy
199,24000000,Drama
200,12600000,Drama
200,12600000,Crime
201,85000000,Comedy
201,85000000,Family
201,85000000,Fantasy
202,10000000,Music
202,10000000,Comedy
202,10000000,Drama
202,10000000,Romance
202,10000000,Science Fiction
203,55000000,Animation
203,55000000,Comedy
203,55000000,Family
204,75000000,Animation
204,75000000,Comedy
204,75000000,Family
205,3200000,Horror
205,3200000,Comedy
205,3200000,Romance
206,2000000,Crime
206,2000000,Drama
206,2000000,Thriller
207,0,Crime
207,0,Drama
207,0,Thriller
208,15000000,Action
208,15000000,Adventure
208,15000000,Science Fiction
208,15000000,Family
208,15000000,Fantasy
209,0,Fantasy
209,0,Horror
209,0,Science Fiction
210,100000000,Western
210,100000000,Adventure
211,22000000,Horror
211,22000000,Comedy
212,7000000,Horror
212,7000000,Thriller
212,7000000,Adventure
213,0,Action
213,0,Comedy
213,0,Family
214,6700000,Action
215,20000000,Thriller
215,20000000,Crime
215,20000000,Drama
216,35000000,Comedy
216,35000000,Crime
217,35000000,Fantasy
217,35000000,Animation
217,35000000,Family
218,10000000,Action
218,10000000,Comedy
219,0,Comedy
220,2600000,Documentary
221,12000000,Drama
221,12000000,History
221,12000000,War
222,0,Comedy
222,0,Romance
223,5000000,Comedy
223,5000000,Drama
223,5000000,Romance
224,49000000,Thriller
224,49000000,Mystery
225,0,Comedy
226,0,Action
226,0,Adventure
226,0,Drama
226,0,History
227,50000000,Fantasy
227,50000000,Thriller
227,50000000,Action
227,50000000,Crime
228,7500000,Drama
228,7500000,Romance
229,6244087,Adventure
229,6244087,Western
230,14000000,Drama
230,14000000,Romance
231,110000000,Action
231,110000000,Adventure
231,110000000,Comedy
232,800000,Drama
232,800000,Romance
233,0,Comedy
233,0,Drama
234,0,Western
234,0,Documentary
235,30000000,Action
235,30000000,Adventure
235,30000000,Drama
235,30000000,History
236,0,Adventure
236,0,Family
237,15000000,Horror
237,15000000,Comedy
238,0,Comedy
239,22000000,Fantasy
239,22000000,Drama
239,22000000,Thriller
239,22000000,Mystery
239,22000000,Romance
240,20000000,Drama
240,20000000,Romance
240,20000000,Comedy
240,20000000,Music
241,0,Action
241,0,Drama
242,70000000,Animation
242,70000000,Music
242,70000000,Family
243,0,Animation
244,0,Comedy
244,0,Drama
244,0,Romance
245,0,Romance
245,0,Comedy
245,0,Horror
246,19000000,Comedy
246,19000000,Adventure
246,19000000,Romance
247,23000000,Romance
247,23000000,Comedy
247,23000000,Crime
247,23000000,Fantasy
248,18339750,Drama
248,18339750,History
248,18339750,War
249,102000000,Action
249,102000000,Crime
249,102000000,Thriller
250,7920000,Mystery
251,12560000,Comedy
252,98000000,Action
252,98000000,Adventure
253,8500000,Comedy
253,8500000,Horror
254,0,Drama
255,11178,Comedy
255,11178,Drama
256,9500000,Comedy
257,55000000,Adventure
257,55000000,Drama
258,1000000,Drama
258,1000000,Action
258,1000000,Western
258,1000000,Music
258,1000000,Romance
259,0,Action
259,0,Animation
259,0,Science Fiction
260,24554,Drama
261,0,Drama
261,0,Family
262,50000000,Comedy
263,0,Drama
263,0,Romance
264,10000000,Science Fiction
265,0,Drama
265,0,Thriller
266,15000000,Crime
266,15000000,Drama
267,15000000,Adventure
267,15000000,Drama
268,27000,Comedy
269,40000000,Adventure
269,40000000,Action
269,40000000,Family
270,0,Documentary
270,0,Foreign
270,0,Music
271,21000000,Family
271,21000000,Comedy
272,72500000,Comedy
273,12000000,Action
273,12000000,Thriller
274,50000000,Family
274,50000000,Comedy
275,65000000,Comedy
275,65000000,Romance
276,0,Documentary
277,2915739,Horror
277,2915739,Fantasy
277,2915739,Thriller
278,70000000,Action
278,70000000,Adventure
278,70000000,Comedy
278,70000000,Romance
279,0,Drama
280,65000000,Drama
280,65000000,Crime
280,65000000,Thriller
281,0,Horror
281,0,Thriller
282,30000000,Horror
282,30000000,Thriller
283,12000000,Comedy
283,12000000,Drama
283,12000000,Romance
284,19000000,Drama
285,7000000,Crime
285,7000000,Drama
285,7000000,Thriller
286,25000000,Comedy
286,25000000,Science Fiction
286,25000000,Thriller
286,25000000,Adventure
287,9000000,Horror
287,9000000,Thriller
288,0,Thriller
288,0,Comedy
288,0,Crime
288,0,Romance
289,24000000,Action
289,24000000,Drama
290,28000000,Animation
290,28000000,Drama
290,28000000,Family
290,28000000,Fantasy
291,6000000,Comedy
291,6000000,Drama
291,6000000,Romance
292,16000000,Crime
292,16000000,Drama
292,16000000,Thriller
293,65000000,Drama
293,65000000,War
294,0,Action
294,0,Drama
294,0,Foreign
294,0,History
294,0,Thriller
295,160000000,Action
295,160000000,Adventure
295,160000000,Science Fiction
296,0,Action
296,0,Fantasy
296,0,Science Fiction
297,60000000,Drama
298,25000000,Action
298,25000000,Crime
298,25000000,Drama
299,3000000,Comedy
300,9000000,Fantasy
300,9000000,Action
300,9000000,Comedy
300,9000000,Science Fiction
301,11000000,Action
301,11000000,Horror
302,225000,Comedy
302,225000,Romance
303,0,Comedy
303,0,Music
303,0,Romance
304,0,Drama
304,0,Thriller
305,0,Action
305,0,War
306,100000000,Drama
306,100000000,History
306,100000000,Crime
307,100000000,Family
307,100000000,Fantasy
308,108000000,Crime
308,108000000,Drama
309,30000000,Comedy
309,30000000,Drama
310,26000000,Comedy
311,15000000,Drama
311,15000000,Thriller
311,15000000,Mystery
312,9500000,Drama
312,9500000,Romance
313,16000000,Comedy
313,16000000,Drama
314,0,Drama
314,0,Comedy
315,175000000,Family
315,175000000,Comedy
315,175000000,Animation
315,175000000,Adventure
316,55000000,Crime
316,55000000,Drama
316,55000000,Mystery
317,60000000,Animation
317,60000000,Adventure
317,60000000,Family
317,60000000,Comedy
318,115000000,Science Fiction
318,115000000,Action
318,115000000,Drama
318,115000000,Thriller
319,20000000,Fantasy
319,20000000,Mystery
319,20000000,Thriller
320,12000000,Crime
320,12000000,Drama
320,12000000,Romance
320,12000000,Thriller
321,0,Action
321,0,Thriller
322,85000000,Adventure
322,85000000,Fantasy
322,85000000,Drama
322,85000000,Comedy
322,85000000,Science Fiction
322,85000000,Family
323,135000000,Western
323,135000000,Drama
323,135000000,Adventure
323,135000000,Thriller
324,90000000,Drama
324,90000000,Action
324,90000000,Thriller
324,90000000,Crime
325,12000000,Action
325,12000000,Comedy
325,12000000,Romance
326,71000000,Comedy
326,71000000,Family
326,71000000,Fantasy
327,26000000,Comedy
328,40000000,Action
328,40000000,Thriller
328,40000000,Crime
328,40000000,Drama
329,15000000,Drama
329,15000000,Romance
330,100000000,Animation
330,100000000,Comedy
331,0,Romance
331,0,Adventure
332,23000000,Drama
332,23000000,Action
332,23000000,History
333,5000000,Comedy
333,5000000,Drama
333,5000000,Romance
334,0,War
334,0,Action
334,0,Drama
335,1,Action
335,1,Drama
336,25000000,Drama
337,75000000,Thriller
337,75000000,Crime
338,0,Mystery
338,0,Drama
338,0,Fantasy
339,30000000,Drama
340,11000000,Drama
340,11000000,History
341,0,Comedy
342,27000000,Drama
342,27000000,Mystery
342,27000000,Thriller
342,27000000,Crime
343,0,Comedy
343,0,Romance
344,0,War
344,0,Drama
344,0,Action
345,60000000,Action
345,60000000,Drama
345,60000000,Thriller
346,0,Comedy
346,0,Romance
347,36000000,Drama
347,36000000,Romance
348,12,Fantasy
348,12,Drama
348,12,Comedy
348,12,Family
348,12,Adventure
349,1000000,Adventure
349,1000000,Animation
349,1000000,Fantasy
350,350000,Documentary
351,110000000,Drama
351,110000000,Action
352,7200000,Adventure
352,7200000,Action
352,7200000,Thriller
353,0,Comedy
354,7000000,Action
354,7000000,Comedy
355,20500000,Action
355,20500000,Crime
356,0,Documentary
357,130000000,Action
357,130000000,Adventure
357,130000000,Comedy
357,130000000,Drama
357,130000000,Mystery
358,45000000,Family
358,45000000,Animation
358,45000000,Drama
359,75000000,Action
359,75000000,War
359,75000000,Science Fiction
360,65000000,Fantasy
360,65000000,Drama
361,0,Family
361,0,Documentary
361,0,Adventure
362,2200000,Action
362,2200000,Comedy
362,2200000,Crime
363,3300000,Drama
363,3300000,War
364,15400000,Drama
364,15400000,Romance
365,90000000,Drama
365,90000000,Thriller
366,7000,Science Fiction
366,7000,Drama
366,7000,Thriller
367,12000000,Drama
368,0,Family
368,0,Adventure
368,0,Comedy
368,0,Fantasy
369,0,Drama
369,0,Comedy
369,0,Romance
370,3300000,Thriller
370,3300000,Horror
371,0,Comedy
371,0,Drama
372,13100000,Drama
372,13100000,Comedy
372,13100000,Romance
372,13100000,Foreign
373,40000000,Action
373,40000000,Drama
373,40000000,Thriller
373,40000000,War
374,4500000,Comedy
374,4500000,Thriller
374,4500000,Drama
375,500000,Horror
375,500000,Science Fiction
376,16000000,Science Fiction
377,30000000,Animation
377,30000000,Family
378,14000000,Drama
378,14000000,Thriller
378,14000000,Crime
379,35000000,Animation
379,35000000,Family
379,35000000,Adventure
380,0,Drama
380,0,Music
381,100000000,Drama
381,100000000,Thriller
381,100000000,Action
382,74500000,Adventure
382,74500000,Drama
382,74500000,Family
383,8000000,Crime
383,8000000,Drama
383,8000000,Thriller
384,0,Drama
384,0,Romance
385,55000000,Drama
386,25000000,Family
386,25000000,Comedy
387,0,Drama
388,36000000,Drama
388,36000000,Romance
389,20000000,Action
389,20000000,Crime
389,20000000,Drama
389,20000000,Thriller
390,75000000,Comedy
391,6843500,Comedy
392,7075038,Adventure
392,7075038,Drama
392,7075038,History
393,0,Drama
394,60000000,Family
394,60000000,Comedy
395,18000000,Comedy
396,0,Comedy
396,0,Drama
397,0,Comedy
397,0,Documentary
398,0,Drama
398,0,Horror
398,0,Science Fiction
398,0,Thriller
399,40000000,Action
399,40000000,Adventure
399,40000000,Drama
399,40000000,History
399,40000000,Romance
399,40000000,War
400,13000000,Comedy
400,13000000,Crime
400,13000000,Horror
400,13000000,Thriller
401,30000000,Romance
401,30000000,Comedy
402,3000000,Drama
402,3000000,History
403,0,Drama
404,0,Action
405,0,Action
405,0,Horror
405,0,Thriller
405,0,Science Fiction
406,17000000,Horror
406,17000000,Thriller
406,17000000,Mystery
407,30000000,Animation
407,30000000,Comedy
407,30000000,Fantasy
408,19000000,Thriller
409,10000000,Adventure
409,10000000,Comedy
409,10000000,Science Fiction
410,0,Drama
411,18500000,Horror
411,18500000,Action
411,18500000,Thriller
411,18500000,Science Fiction
412,87000000,Drama
412,87000000,History
413,28000000,Romance
414,800000,Comedy
414,800000,Romance
415,65000000,Comedy
416,60000000,Crime
416,60000000,Drama
416,60000000,Mystery
416,60000000,Thriller
417,0,Drama
418,0,Adventure
418,0,Horror
418,0,Thriller
419,2000000,Crime
419,2000000,Drama
420,3750000,Comedy
420,3750000,Foreign
421,30000000,Fantasy
421,30000000,Comedy
421,30000000,Romance
422,19000000,Horror
422,19000000,Thriller
423,2900000,Action
423,2900000,Comedy
424,26000000,Crime
424,26000000,Thriller
424,26000000,Mystery
425,9000000,Comedy
425,9000000,Drama
426,0,Drama
426,0,Fantasy
427,6000000,Comedy
427,6000000,Family
428,0,Comedy
429,810000,Drama
429,810000,Mystery
429,810000,Thriller
430,40000000,Drama
430,40000000,Mystery
430,40000000,Thriller
431,10000000,Comedy
432,13000000,Science Fiction
432,13000000,Thriller
433,16000000,Crime
433,16000000,Drama
433,16000000,Mystery
434,57000000,Action
434,57000000,Comedy
434,57000000,Crime
434,57000000,Romance
435,13000000,Adventure
435,13000000,Comedy
435,13000000,Drama
435,13000000,Science Fiction
436,0,Family
436,0,Adventure
436,0,Drama
437,0,Drama
437,0,History
438,40000000,Adventure
438,40000000,Action
438,40000000,Comedy
439,7000000,Comedy
439,7000000,Romance
440,762241,Drama
441,110000000,Action
441,110000000,War
442,0,Drama
442,0,Thriller
443,0,Documentary
444,0,Mystery
444,0,Thriller
445,10300000,Drama
445,10300000,Romance
446,0,Comedy
446,0,Drama
447,14000000,Adventure
447,14000000,Action
447,14000000,Science Fiction
447,14000000,Thriller
448,30000000,Fantasy
448,30000000,Drama
448,30000000,Comedy
448,30000000,Family
449,85000000,Action
449,85000000,Thriller
450,80000000,Thriller
450,80000000,Science Fiction
450,80000000,Adventure
450,80000000,Action
451,23000000,Comedy
451,23000000,Romance
452,0,Drama
452,0,Crime
452,0,Thriller
453,0,Music
453,0,Romance
453,0,Drama
454,5000000,Horror
454,5000000,Thriller
454,5000000,War
455,0,Comedy
455,0,Drama
455,0,Romance
456,0,Horror
457,1288000,Drama
457,1288000,Mystery
458,250000,Drama
459,18000000,Romance
459,18000000,Comedy
459,18000000,Family
460,7000000,Thriller
460,7000000,Action
460,7000000,Crime
461,0,History
461,0,Drama
462,22000000,Comedy
462,22000000,Family
463,90000000,Drama
463,90000000,Science Fiction
463,90000000,Mystery
464,0,Comedy
464,0,Drama
464,0,Family
465,3000000,Comedy
465,3000000,Family
465,3000000,Science Fiction
466,0,Crime
466,0,Drama
466,0,Thriller
467,17000000,Drama
468,16500000,Comedy
469,16000000,Drama
470,113,Adventure
470,113,Drama
470,113,Action
470,113,Romance
470,113,Family
471,2000000,
472,35000000,Comedy
473,19000000,Drama
473,19000000,Crime
473,19000000,Thriller
474,15000000,Action
474,15000000,Comedy
474,15000000,Drama
474,15000000,History
475,25000000,Family
475,25000000,Animation
476,0,Horror
477,18000000,Comedy
477,18000000,Drama
478,3200000,Comedy
478,3200000,Drama
479,20000000,Action
479,20000000,Adventure
479,20000000,Drama
479,20000000,Thriller
480,0,Fantasy
480,0,Drama
480,0,Comedy
480,0,Science Fiction
480,0,Romance
481,0,Western
482,10500000,Action
482,10500000,Adventure
482,10500000,Comedy
482,10500000,Drama
483,48000000,Comedy
483,48000000,Drama
483,48000000,Romance
484,13500000,Drama
485,0,Comedy
485,0,Romance
486,25000000,Crime
486,25000000,Drama
486,25000000,History
487,60000000,Drama
487,60000000,Romance
488,4500000,Adventure
488,4500000,Animation
488,4500000,Comedy
488,4500000,Drama
488,4500000,Fantasy
489,9000000,Horror
489,9000000,Thriller
490,250000,Drama
490,250000,Horror
490,250000,Science Fiction
491,590235,Animation
491,590235,Comedy
491,590235,Drama
492,35000000,Action
492,35000000,Adventure
492,35000000,Drama
492,35000000,History
493,12000000,Crime
493,12000000,Drama
493,12000000,Thriller
494,0,Drama
494,0,Romance
495,2000000,Crime
495,2000000,Drama
495,2000000,Mystery
495,2000000,Thriller
496,25000000,Action
496,25000000,Thriller
497,2800000,Horror
497,2800000,Mystery
497,2800000,Science Fiction
498,15000000,Action
498,15000000,Adventure
498,15000000,Thriller
499,0,Documentary
500,80000000,Animation
500,80000000,Comedy
500,80000000,Family
501,0,War
501,0,Drama
502,57000000,Comedy
502,57000000,Drama
502,57000000,Romance
503,0,Action
503,0,Drama
503,0,Thriller
504,25000000,Mystery
504,25000000,Crime
504,25000000,Drama
505,0,Western
506,10000000,Action
506,10000000,Drama
506,10000000,War
507,25000000,Comedy
507,25000000,Drama
508,60000000,Thriller
508,60000000,Crime
508,60000000,Action
509,60000,Mystery
509,60000,Drama
509,60000,Thriller
510,6500000,Horror
511,910000,Crime
511,910000,Drama
512,22000000,Comedy
512,22000000,Drama
512,22000000,Family
512,22000000,Fantasy
513,93,Comedy
513,93,Drama
513,93,Romance
514,27000000,Thriller
514,27000000,Science Fiction
514,27000000,Action
514,27000000,Crime
515,0,Drama
515,0,Music
515,0,Romance
516,12000000,Horror
516,12000000,Mystery
516,12000000,Thriller
517,2000000,Romance
517,2000000,Drama
518,15000000,Drama
518,15000000,Romance
519,149000000,Action
519,149000000,Adventure
519,149000000,Fantasy
520,32000000,Drama
521,30000000,Action
521,30000000,Crime
521,30000000,Drama
522,0,Documentary
522,0,Music
523,10000000,Drama
524,13000000,Drama
524,13000000,History
525,0,Action
525,0,Drama
525,0,Thriller
526,4000000,Adventure
526,4000000,Action
526,4000000,Thriller
526,4000000,Crime
527,20000000,Adventure
527,20000000,Comedy
527,20000000,Romance
528,62000000,Comedy
528,62000000,Romance
529,78146652,Romance
529,78146652,Comedy
529,78146652,Crime
530,28000000,Comedy
530,28000000,Drama
530,28000000,Family
530,28000000,Fantasy
530,28000000,Romance
531,4100000,Drama
532,0,Documentary
532,0,Music
533,18000000,Family
533,18000000,Adventure
534,40000000,Action
534,40000000,Science Fiction
534,40000000,Adventure
534,40000000,Thriller
535,4000000,Drama
535,4000000,Romance
536,45000000,Drama
536,45000000,War
537,3000000,Comedy
538,75000000,Action
538,75000000,Adventure
538,75000000,Thriller
539,48000000,Adventure
539,48000000,Action
540,0,Comedy
540,0,Documentary
541,150000000,Adventure
541,150000000,Family
541,150000000,Fantasy
542,6900000,Comedy
542,6900000,Drama
543,65000000,Horror
543,65000000,Mystery
543,65000000,Thriller
544,79000000,Adventure
544,79000000,Fantasy
544,79000000,Action
545,8000000,Comedy
545,8000000,Drama
545,8000000,Music
545,8000000,Romance
546,5800000,Action
546,5800000,Adventure
546,5800000,Drama
547,30000000,Drama
547,30000000,Comedy
548,3500000,Thriller
548,3500000,Comedy
548,3500000,Fantasy
548,3500000,Horror
549,9000000,Horror
549,9000000,Thriller
550,0,Documentary
551,13000000,Thriller
551,13000000,Drama
552,49000000,Crime
552,49000000,Action
552,49000000,Science Fiction
553,40000000,Horror
553,40000000,Thriller
554,0,Comedy
554,0,Crime
554,0,Romance
554,0,Drama
555,14500000,Animation
555,14500000,Science Fiction
556,0,Action
556,0,Adventure
556,0,Crime
556,0,Drama
556,0,Thriller
557,0,Adventure
557,0,Drama
558,8500000,Comedy
559,23000000,Comedy
559,23000000,Drama
559,23000000,History
560,2700000,Adventure
560,2700000,Family
561,0,Drama
562,0,Drama
563,75000000,Comedy
563,75000000,Romance
564,20000000,Drama
565,0,Drama
566,0,Comedy
566,0,Romance
567,12000000,Action
567,12000000,Adventure
567,12000000,Drama
567,12000000,History
567,12000000,Western
568,40000000,Action
568,40000000,Comedy
568,40000000,Crime
569,12000000,Drama
569,12000000,Thriller
570,18000000,Science Fiction
570,18000000,Thriller
571,5000000,Horror
571,5000000,Thriller
571,5000000,Science Fiction
572,7000000,Horror
573,80000000,Crime
573,80000000,Drama
573,80000000,Mystery
573,80000000,Thriller
574,1000000,Comedy
