id,revenue,company_name
165,62771059,Chime Films
166,25000,
167,1723872,IRE Productions
167,1723872,Santa Fe Institute for Regional Education
168,144216468,Lakeshore Entertainment
168,144216468,Firm Films
168,144216468,Screen Gems
169,41833347,United Artists
169,41833347,Jewel Productions
169,41833347,Pimlico Films
169,41833347,Incorporated Television Company (ITC)
170,24600832,Kennedy Miller Productions
171,55600000,Warner Bros.
171,55600000,The Ladd Company
172,2585639,Filmhaus
173,12000000,Warner Bros.
174,2807854,Columbia Pictures Corporation
174,2807854,Price Entertainment
175,29007412,Parabolic Pictures
175,29007412,Stable Way Entertainment
175,29007412,Quickfire Films
175,29007412,Screen Australia
175,29007412,Screen NSW
175,29007412,Ingenious Broadcasting
175,29007412,Unthank Films
175,29007412,Story Bridge Films
175,29007412,Auburn Entertainment
176,207283925,Universal Pictures
176,207283925,Original Film
176,207283925,Ardustry Entertainment
176,207283925,Mediastream Film GmbH & Co. Productions KG
177,14828081,United Artists
177,14828081,Metro-Goldwyn-Mayer (MGM)
177,14828081,Hammerhead Productions
177,14828081,Screenland Pictures
178,532654,Stand See
179,125212904,Orion Pictures
180,156167015,Eon Productions
181,31148328,New Line Cinema
181,31148328,Solaris Film
181,31148328,Avery Pix
181,31148328,O'Connor Brothers
181,31148328,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
182,20957001,Film Council
182,20957001,Scottish Screen
182,20957001,Bórd Scannán na hÉireann
183,21830957,Twentieth Century Fox Film Corporation
183,21830957,Hughes Entertainment
184,17555141,Toho Company
184,17555141,Sedic International
185,237681299,Original Film
185,237681299,Columbia Pictures Corporation
185,237681299,Revolution Studios
185,237681299,Happy Madison Productions
186,161001698,Steve White Entertainment
187,3833507,Alliance Films
188,921000,Metro-Goldwyn-Mayer (MGM)
189,521311860,Walt Disney Pictures
189,521311860,Pixar Animation Studios
189,521311860,FortyFour Studios
190,16337881,Lionsgate
190,16337881,34th Street Films
191,16675000,Miramax Films
191,16675000,Dimension Films
191,16675000,Trans Atlantic Entertainment
192,79700000,Alcon Entertainment
192,79700000,Lionsgate
192,79700000,Phoenix Pictures
192,79700000,What to Expect Productions
193,37915971,Fox Searchlight Pictures
193,37915971,British Film Company
194,13168027,Cannon Group
194,13168027,Cannon Films
194,13168027,Metro-Goldwyn-Mayer (MGM)
195,744816,Werc Werk Works
196,115605,Majid Majidi Film Production
197,136203,Smart Egg Pictures
198,77920346,Twentieth Century Fox Film Corporation
198,77920346,Dune Entertainment
198,77920346,Major Studio Partners
198,77920346,Regency Enterprises
198,77920346,Epsilon Motion Pictures
198,77920346,New Regency Pictures
198,77920346,Sentinel Productions
198,77920346,Furthur Films
199,12372410,Bel Air Entertainment
199,12372410,Warner Bros.
200,19054534,Fox Searchlight Pictures
200,19054534,Chernin Entertainment
201,144000000,Paramount Pictures
201,144000000,Kerner Entertainment Company
202,3916303,De Laurentiis Entertainment Group (DEG)
202,3916303,Kestrel Films
202,3916303,Earth Girls
203,110000000,Reel FX Creative Studios
203,110000000,Relativity Media
204,527068851,Gracie Films
204,527068851,Twentieth Century Fox Film Corporation
205,10000000,Night Light Films
206,2801508,Itaca Films
206,2801508,BN Films
206,2801508,Brightside Entertainment
206,2801508,1019 Entertainment
206,2801508,Yoruba Saxon Productions
207,1543112,IRS Media
208,66000000,Twentieth Century Fox Film Corporation
208,66000000,Saban Entertainment
208,66000000,Toei Company
209,4352094,Admire Productions Ltd.
209,4352094,Coral Productions
209,4352094,Triumph Films
210,108103450,Casey Silver Productions
210,108103450,Touchstone Pictures
210,108103450,Dune Films
211,26570463,Hollywood Pictures
211,26570463,Cometstone Pictures
212,470654000,Universal Pictures
212,470654000,Zanuck/Brown Productions
213,3418141,Hollywood Pictures
214,31000000,SLB Films Pvt. Ltd.
215,1969193,Bleiberg Entertainment
215,1969193,Millennium Films
216,173965010,Stuber Productions
216,173965010,Aggregate Films
216,173965010,DumbDumb
217,83061158,Toho
218,85300000,Columbia Pictures Industries
219,5010362,Europa Film
219,5010362,Viking Films
219,5010362,Rifilm
220,3166000,
221,10652498,Media Asia Films
221,10652498,China Film Group Corporation (CFGC)
221,10652498,Stellar Megamedia
221,10652498,Jiangsu Broadcasting System
221,10652498,Chuan Production Film Studio
222,754935,Twentieth Century Fox Film Corporation
222,754935,Penta Pictures
223,31649,
224,352927224,TriStar Pictures
224,352927224,Canal+
224,352927224,Carolco Pictures
225,500,Apostle
225,500,Type 55 Films
226,6585516,StudioCanal
226,6585516,The Australian Film Commission
226,6585516,Endymion Films
226,6585516,Australian Film Finance Corporation (AFFC)
226,6585516,Working Title Films
226,6585516,WTA
226,6585516,Woss Group Film Productions
227,28931401,Summit Entertainment
227,28931401,Saturn Films
227,28931401,Nu Image Films
227,28931401,Millennium Films
227,28931401,Michael De Luca Productions
228,26096852,BBC Films
229,638641,Warner Brothers/Seven Arts
230,2474000,Merchant Ivory Productions
230,2474000,Touchstone Pictures
231,72178895,Studio Babelsberg
231,72178895,Walden Media
231,72178895,Babelsberg Film
231,72178895,Mostow/Lieberman Productions
231,72178895,80 Days Productions
231,72178895,Spanknyce Films
231,72178895,Fitzwilliam Productions
232,1001437,Ruby in Paradise
232,1001437,Full Crew/Say Yea
233,2225098,Le Bureau
233,2225098,Film4
233,2225098,Free Range Films
234,206728,
235,8574339,Plan B Entertainment
235,8574339,Northern Ireland Screen
235,8574339,Sierra / Affinity
235,8574339,MICA Entertainment
235,8574339,MadRiver Pictures
235,8574339,Keep Your Head
236,27297451,New Line Cinema
236,27297451,Michael Phillips Productions
237,5600000,Universal Pictures
237,5600000,Tales From The Crypt Holdings
237,5600000,Universal City Studios
238,1622164,Impala
238,1622164,In-Cine Compania Industrial Cinematografica
239,505000000,Paramount Pictures
240,57588485,Fox 2000 Pictures
241,5790448,Orion Pictures
241,5790448,Kouf/Bigelow Productions
242,18662027,Prana Animation Studios
242,18662027,Summertime Entertainment
243,80768,Madhouse
243,80768,Warner Bros. Japan
244,17519169,Paramount Pictures
244,17519169,Egg Pictures
244,17519169,PolyGram Filmed Entertainment
245,43885000,Melvin Simon Productions
245,43885000,American International Pictures (AIP)
246,18755936,Summit Entertainment
246,18755936,Alloy Entertainment
246,18755936,Goldcrest Pictures
247,351583407,New Line Cinema
247,351583407,Dark Horse Entertainment
248,92180910,Degeto Film
248,92180910,EOS Entertainment
248,92180910,Rai Cinema
248,92180910,Österreichischer Rundfunk (ORF)
248,92180910,Constantin Film Produktion
248,92180910,Westdeutscher Rundfunk (WDR)
248,92180910,Norddeutscher Rundfunk (NDR)
249,147080413,Village Roadshow Pictures
249,147080413,NPV Entertainment
249,147080413,Silver Pictures
249,147080413,Warner Bros.
249,147080413,Jonathan Krane Group
250,14560084,EMI Films Ltd.
250,14560084,Mersham Productions
251,42700000,TPS Cinéma
251,42700000,TF1 Films Production
251,42700000,M6 Métropole Télévision
251,42700000,Télégraphe
251,42700000,Vertigo
252,10017322,Le Studio Canal+
252,10017322,Laurence Mark Productions
252,10017322,Metro-Goldwyn-Mayer (MGM)
252,10017322,Carolco Pictures
253,5001655,Fox Searchlight Pictures
253,5001655,Broken Lizard Industries
253,5001655,Coconut Pete Productions
254,30292,
255,34659,APT Entertainment
255,34659,Star Cinema Productions
255,34659,Cinemalaya Foundation
256,7800000,Darko Entertainment
256,7800000,Aggregate Film
257,203427584,Universal Pictures
257,203427584,Working Title Films
257,203427584,Walden Media
257,203427584,Cross Creek Pictures
257,203427584,Free State Pictures
257,203427584,RVK Studios
258,9000000,Twentieth Century Fox Film Corporation
259,2287714,Bandai Visual Company
259,2287714,Kodansha
259,2287714,Production I.G.
260,140021,
261,187349,Columbia Pictures Corporation
262,87528173,Columbia Pictures
262,87528173,Intermedia Films
262,87528173,Relativity Media
262,87528173,Red Wagon Entertainment
262,87528173,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
262,87528173,RV Camping Productions Ltd.
263,17636261,Asmik Ace Entertainment
263,17636261,Fuji Television Network
263,17636261,WoWow
263,17636261,Dentsu
263,17636261,Kodansha
263,17636261,Sumitomo Corporation
263,17636261,Sankei Shimbun
264,14000,Orion Pictures
264,14000,ERP Productions
265,143597,
266,13060843,40 Acres & A Mule Filmworks
266,13060843,Touchstone Pictures
267,56255142,Paramount Vantage
267,56255142,River Road Entertainment
267,56255142,Art Linson Productions
267,56255142,Into the Wild
268,3151130,Miramax Films
268,3151130,View Askew Productions
269,23937870,Isle of Man Film
269,23937870,"Weinstein Company, The"
269,23937870,Samuelson Productions
270,20,
271,72417394,Fox 2000 Pictures
271,72417394,Color Force
272,162966177,Columbia Pictures
272,162966177,Apatow Productions
273,46044400,Twentieth Century Fox Film Corporation
273,46044400,Steamroller Productions
273,46044400,Victor & Grais Productions
274,83761844,Twentieth Century Fox Film Corporation
275,250821495,Warner Bros.
276,602042,Universal Pictures
276,602042,Universal Pictures International (UPI)
276,602042,Jigsaw
276,602042,Global Produce
277,14000000,
278,164000000,Caravan Pictures
278,164000000,Roger Birnbaum Productions
278,164000000,Northern Lights Entertainment
278,164000000,Touchstone Pictures
279,23020,Killer Films
279,23020,Rabbit Bandini Films
279,23020,Great Point Media
280,217764291,Paramount Pictures
280,217764291,DreamWorks SKG
280,217764291,Parkes/MacDonald Productions
280,217764291,Edge City
281,10,Destination Films
282,66486080,Lionsgate
282,66486080,Mutant Enemy Productions
283,12902790,New Line Cinema
283,12902790,Jersey Films
284,23550000,France 2 Cinéma
284,23550000,Canal+
284,23550000,Studio Canal
284,23550000,TPS Star
284,23550000,Ce Qui Me Meut Motion Pictures
284,23550000,StudioCanal Image
284,23550000,Uni Etoile 4
285,48126384,Emmett/Furla Films
285,48126384,Exclusive Media Group
285,48126384,Hedge Fund Film Partners
285,48126384,Crave Films
285,48126384,Knightsbridge Entertainment
285,48126384,Le Grisbi Productions
285,48126384,5150 Action
286,1614266,Goldcrest Films International
286,1614266,Peter Newman/Interal
286,1614266,Mary Breen-Farrelly Productions
286,1614266,Irish Film Industry
286,1614266,Pachyderm Production
287,276921998,Universal Pictures
287,276921998,Blumhouse Productions
287,276921998,Blinding Edge Pictures
288,6841570,Savoy Pictures
289,23510601,DreamWorks Pictures
290,11373501,Warner Bros.
290,11373501,Don Bluth Productions
291,254700832,Channel Four Films
291,254700832,PolyGram Filmed Entertainment
291,254700832,Working Title Films
292,5367030,Miramax Films
292,5367030,Spyglass Entertainment
293,163442937,Legendary Pictures
293,163442937,3 Arts Entertainment
293,163442937,Jolie Pas
294,310724,Miramax Films
294,310724,Columbia TriStar
295,653428261,Studio Babelsberg
295,653428261,Lionsgate
295,653428261,Color Force
296,5873871,Art Pictures Studio
297,52322400,Universal Pictures
297,52322400,Spyglass Entertainment
297,52322400,Shady Acres Entertainment
297,52322400,Gran Via Productions
297,52322400,Kalima Productions GmbH & Co. KG
297,52322400,NDE Productions
298,56489558,Silver Pictures
298,56489558,Warner Bros.
299,9563393,Touchstone Pictures
299,9563393,Silver Screen Partners IV
300,26055,Hemdale Film Corporation
301,48572000,Universal Pictures
301,48572000,No Frills Film Production
302,2850000,Paramount Pictures
303,2945242,United Artists
304,22886222,Hollywood Pictures
305,6193901,Golan-Globus Productions
305,6193901,The Cannon Group
306,193772504,Miramax Films
306,193772504,Initial Entertainment Group (IEG)
306,193772504,Alberto Grimaldi Productions
307,100086793,Village Roadshow Pictures
307,100086793,Legendary Pictures
307,100086793,Playtone
307,100086793,Wild Things Productions
307,100086793,Warner Bros.
308,22678555,Appian Way
308,22678555,Warner Bros.
308,22678555,Pearl Street Films
309,21800302,Touchstone Pictures
310,110230332,Walt Disney Pictures
310,110230332,Gunn Films
310,110230332,Casual Friday Productions
311,8459458,StudioCanal
311,8459458,"Montecito Picture Company, The"
311,8459458,Outpost Studios
312,12250,MK2 Productions
313,12,Cookout Productions
314,6297,
315,350170057,Walt Disney Pictures
315,350170057,Pixar Animation Studios
316,113020255,Imagine Entertainment
316,113020255,Malpaso Productions
316,113020255,Relativity Media
317,118338361,Columbia Pictures
317,118338361,Aardman Animations
317,118338361,Sony Pictures Animation
318,286140700,TriStar Pictures
318,286140700,Media Rights Capital
318,286140700,Sony Pictures Entertainment (SPE)
318,286140700,QED International
318,286140700,Alpha Core
318,286140700,Genre Films
318,286140700,Simon Kinberg Productions
319,27793200,Warner Bros.
320,68706993,Paramount Pictures
321,750000,The Rank Organisation
321,750000,Enigma Productions
321,750000,National Film Finance Corporation (NFFC)
322,183018522,Relativity Media
322,183018522,Misher Films
322,183018522,Yucaipa Films
322,183018522,Goldmann Pictures
322,183018522,Rat Entertainment
322,183018522,Misha Films
323,532950503,Regency Enterprises
323,532950503,Appian Way
323,532950503,CatchPlay
323,532950503,Anonymous Content
323,532950503,New Regency Pictures
323,532950503,Hong Kong Alpha Motion Pictures Co.
323,532950503,RatPac Entertainment
323,532950503,M Productions
323,532950503,Monarchy Enterprises S.a.r.l.
324,161626121,Paramount Pictures
324,161626121,Icon Entertainment International
325,5669831,TriStar Pictures
326,294456605,Twentieth Century Fox Film Corporation
326,294456605,Joseph M. Singer Entertainment
326,294456605,Davis Entertainment
327,116400000,Scott Rudin Productions
328,60965854,TF1 Films Production
328,60965854,Canal+
328,60965854,CinéCinéma
328,60965854,Grive Productions
328,60965854,EuropaCorp
328,60965854,A.J.O.Z. Films
329,20529194,Maguire Entertainment
329,20529194,Screen Gems
329,20529194,Sony Pictures Home Entertainment
330,384335608,Kennedy Miller Productions
330,384335608,Animal Logic
331,5588800,AVCO Embassy Pictures
331,5588800,Guardian Trust Company
331,5588800,RSL Entertainment Corp.
331,5588800,Moviecorp VI
332,5837674,China Film Group Corporation
333,346592,Greenestreet Films
333,346592,Eclipse Catering
334,3225000,Twentieth Century Fox Film Corporation
335,3,
336,38307627,Walt Disney Pictures
337,117698894,Summit Entertainment
337,117698894,K/O Paper Products
337,117698894,SOIXAN7E QUIN5E
337,117698894,See Me Louisiana
338,9833553,
339,27610873,Touchstone Pictures
339,27610873,Milkshake Films
339,27610873,Hargitay & Hargitay Pictures in Motion
340,2200000,Paramount Pictures
340,2200000,Tamm Productions
341,1289998,BBC Films
341,1289998,Lionsgate
342,60527873,Paramount Pictures
342,60527873,Rysher Entertainment
343,152810,Here Films
344,88000,The Australian Film Commission
344,88000,Central Motion Pictures
344,88000,Fauna Productions
345,50549107,Paramount Pictures
